partida_id,rodada,clube,atleta,minuto,tipo_de_gol
6340,22,Ceara,Leandro Carvalho,91,
6341,22,Athletico-PR,Rony,78,
6346,23,Bahia,Tiago Pagnussat,85,
6349,23,Palmeiras,Moisés Lima Magalhães,95,Penalty
6350,23,Chapecoense,Diego Torres,87,
6355,23,America-MG,Gérson Magrão,80,
6363,24,Santos,Gabriel Barbosa,78,
6365,24,Atletico-MG,Ricardo Oliveira,83,
6371,25,Palmeiras,Felipe Melo,78,
6374,25,Corinthians,Danilo Avelar,89,
6375,25,Chapecoense,Leandro,82,Penalty
6376,26,America-MG,Matheus Leonardo Sales Cardoso,81,
6378,26,Athletico-PR,Marcelo Cirino da Silva,89,
6381,26,Palmeiras,Willian Gomes de Siqueira,81,
6382,26,Vitoria,Maurício Cordeiro,88,
6383,26,Cruzeiro,Raniel,83,
6384,26,Chapecoense,Leandro,79,
6385,26,Vasco,Marrony,78,
6386,27,Gremio,Everton Sousa Soares,93,
6391,27,Santos,Carlos Andrés Sánchez,97,Penalty
6393,27,Internacional,Andrés D'Alessandro,86,Penalty
6394,27,Ceara,Leandro Carvalho,77,
6396,28,Sport,Adryelson,79,
6397,28,Flamengo,Renê Rodrigues Martins,92,
6399,28,Athletico-PR,Pablo Felipe Teixeira,75,
6400,28,Chapecoense,Agustín Doffo,93,
6402,28,Gremio,Juninho Capixaba,85,
6403,28,Fluminense,Luciano da Rocha Neves,85,
6405,28,Ceara,Arthur Mendonça Cabral,81,
6408,29,Bahia,Vinícius,89,
6411,29,Internacional,Nicolás Federico López,95,Penalty
6412,29,Palmeiras,Deyverson,79,
6414,29,Athletico-PR,Bérgson Gustavo Silveira da Silva,84,
6420,30,Corinthians,Roger Rodrigues da Silva,91,
6424,30,Flamengo,Henrique Dourado,91,
6425,30,Santos,Fabiano,79,Gol Contra
6427,31,Vasco,Maxi López,92,Penalty
6428,31,Santos,Victor Ferraz,88,
6430,31,Bahia,Clayton da Silveira da Silva,85,Penalty
6432,31,Flamengo,Marlos Moreno,81,
6434,31,Athletico-PR,Pablo Felipe Teixeira,84,
6440,32,Vitoria,Léo Pereira,84,
6441,32,Flamengo,Rodinei de Almeida,82,
6443,32,Internacional,Rodrigo Moledo,82,
6446,33,Parana,Andrey Nunes dos Santos,90,
6447,33,Sao Paulo,Brenner,81,
6452,33,Palmeiras,Bruno Henrique Corsini,77,Penalty
6453,33,Gremio,Matheus Henrique de Souza,95,
6456,34,Athletico-PR,Léo Pereira,95,
6457,34,Bahia,Edigar Junio,93,
6460,34,Palmeiras,Felipe Melo,83,
6467,35,Vitoria,Neilton Mestzk,92,Penalty
6471,35,Flamengo,Willian Arão,82,
6474,35,Gremio,Everton Sousa Soares,75,
6476,36,Internacional,Andrés D'Alessandro,83,Penalty
6479,36,Palmeiras,Willian Gomes de Siqueira,76,
6480,36,Flamengo,Diego Ribas,90,
6482,36,Vasco,Yago Pikachu,95,
6487,37,Ceara,Wescley,83,
6491,37,Internacional,Nicolás Federico López,75,
6494,37,Botafogo-RJ,Erik Nascimento de Lima,75,
6501,38,Sport,Hernane Vidal de Souza,92,
6502,38,Parana,Jhonny Lucas,92,
6505,38,Palmeiras,Bruno Henrique Corsini,90,
6506,1,Sao Paulo,Hudson,83,
6508,1,Chapecoense,Everaldo Stum,88,
6509,1,Flamengo,Gabriel Barbosa,90,
6510,1,Gremio,Everton Sousa Soares,93,
6511,1,Bahia,José Rogério de Oliveira Melo,84,
6512,1,Athletico-PR,Nikão,86,
6513,1,Ceara,Ricardo Bueno,89,
6514,1,Palmeiras,Bruno Henrique Corsini,91,
6515,1,Goias,Rafael Vaz,89,
6516,2,Internacional,Martín Sarrafiore,77,
6520,2,Avai,Michel Ferreira dos Santos,85,Gol Contra
6522,2,Atletico-MG,Yimmi Chará,90,
6523,2,Fortaleza,Wellington Paulista,76,
6524,2,Fluminense,Pedro,85,
6525,2,Bahia,Ernando Rodrigues Lopes,83,
6528,3,Atletico-MG,Jair Rodrigues Júnior,93,
6529,3,Chapecoense,Everaldo Stum,89,
6530,3,Sao Paulo,Danilo Neves,83,
6533,3,Cruzeiro,Rodrigo Eduardo Costa Marinho,81,
6534,3,Gremio,Walter Kannemann,84,
6538,4,Goias,Leandro Barcia Montero,91,
6539,4,Chapecoense,Gum,92,
6542,4,Internacional,Rodrigo Moledo,83,
6545,4,Sao Paulo,Hernanes,77,
6546,5,Fluminense,João Pedro,95,
6547,5,Palmeiras,Hyoran,88,
6551,5,Corinthians,Pedrinho,87,
6552,5,Goias,Kayke Moreno,87,
6554,5,Vasco,Ricardo Graça,82,
6558,6,Flamengo,Rodrigo Caio,96,
6560,6,Fortaleza,Romarinho,89,
6561,6,Chapecoense,Diego Torres,85,
6562,6,Fluminense,João Pedro,80,
6565,6,Ceara,Thiago Galhardo,87,
6570,7,Athletico-PR,Marcelo Cirino da Silva,84,
6572,7,Atletico-MG,Adílson Warken,76,
6574,7,Internacional,Edenílson Andrade dos Santos,77,
6575,7,Corinthians,Mauro Boselli,87,Penalty
6577,8,Palmeiras,Raphael Cavalcante Veiga,80,Penalty
6578,8,Gremio,Pepê,90,
6582,8,Botafogo-RJ,Cícero Santos,83,
6584,8,Santos,Carlos Andrés Sánchez,81,
6585,8,Goias,Jefferson,78,
6586,9,Gremio,Jean Pyerre,81,
6588,9,Internacional,Andrés D'Alessandro,81,
6589,9,Flamengo,Gabriel Barbosa,77,
6591,9,Vasco,Danilo Barcelos,80,
6595,9,Athletico-PR,Rafael Vaz,92,Gol Contra
6596,10,Gremio,Pepê,86,
6598,10,Santos,Carlos Andrés Sánchez,87,
6600,10,Flamengo,Gabriel Barbosa,81,
6601,10,Corinthians,Vágner Love,78,
6602,10,Athletico-PR,Vitor Hugo Naum dos Santos,89,
6604,10,Atletico-MG,Vinícius,99,
6606,11,Vasco,Bruno César,76,
6609,11,Athletico-PR,Léo Cittadini,86,
6611,11,Santos,Mário Sérgio Santos Costa,75,
6613,11,Flamengo,Gabriel Barbosa,85,
6615,11,Sao Paulo,Vitor Bueno,91,
6617,12,Athletico-PR,Bruno Guimarães,77,
6618,12,Sao Paulo,Reinaldo Manoel da Silva,97,Penalty
6622,12,Santos,Felipe Jonatan,78,
6624,12,Corinthians,Danilo Avelar,81,
6627,13,Internacional,Edenílson Andrade dos Santos,92,
6628,13,Santos,Yeferson Soteldo,81,
6633,13,Atletico-MG,Nathan Allan de Souza,92,
6634,13,Gremio,Diego Tardelli,80,
6636,14,Ceara,Thiago Galhardo,90,
6637,14,Santos,Raniel,86,Gol Contra
6638,14,Flamengo,Éverton Ribeiro,92,
6639,14,Fluminense,Nenê,88,
6641,14,Bahia,Gilberto Oliveira Souza Junior,85,Penalty
6642,14,Cruzeiro,Luiz Ricardo Alves,93,
6643,14,Botafogo-RJ,Diego Souza,77,Penalty
6648,15,Flamengo,Giorgian De Arrascaeta,83,Penalty
6650,15,Gremio,David Braz,88,
6651,15,CSA,Jonatan Gómez,79,
6658,16,Goias,Rafael Vaz,96,
6659,16,Vasco,Fellipe Bastos,81,
6660,16,Fortaleza,Tinga,95,
6661,16,Flamengo,Giorgian De Arrascaeta,97,
6662,16,Corinthians,Vágner Love,77,
6663,16,CSA,Apodi,94,
6667,17,Bahia,Arthur Caike do Nascimento Cruz,86,
6670,17,Botafogo-RJ,Márcio Almeida de Oliveira,95,
6673,17,Cruzeiro,Maurício,80,
6674,17,Corinthians,Gustavo,89,
6675,17,Avai,João Paulo,87,Penalty
6677,18,Ceara,Leandro Carvalho,92,
6679,18,Fluminense,João Pedro,86,
6680,18,Internacional,Rafael Sóbis,77,Penalty
6681,18,Palmeiras,Willian Gomes de Siqueira,81,
6682,18,Gremio,Everton Sousa Soares,77,
6683,18,Santos,Carlos Andrés Sánchez,91,Penalty
6684,18,Atletico-MG,Franco Di Santo,93,
6685,18,CSA,Jonatan Gómez,94,
6687,19,Vasco,Talles Magno,75,
6691,19,Atletico-MG,Bruninho,88,
6695,19,Sao Paulo,Reinaldo Manoel da Silva,87,
6696,20,Sao Paulo,Pablo Felipe Teixeira,92,
6698,20,Corinthians,Clayson Henrique da Silva Vieira,75,
6699,20,Gremio,Pepê,87,
6700,20,Internacional,Rodrigo Lindoso,86,
6704,20,Goias,Yago Rocha,89,
6710,21,CSA,Ricardo Bueno,88,
6712,21,Avai,Geirton Marques Aires,86,
6713,21,Athletico-PR,Marcelo Cirino da Silva,94,
6714,21,Vasco,Marcos Antônio Candido Ferreira Júnior,94,
6720,22,Gremio,Patrick,75,
6722,22,Atletico-MG,Luan Madson Gedeão de Paiva,81,
6727,23,Sao Paulo,Igor Gomes,79,
6729,23,Bahia,José Fernando Viana de Santana,76,
6733,23,Palmeiras,Eduardo Pereira Rodrigues,83,
6735,23,CSA,Apodi,95,
6737,24,Goias,Marcelo da Conceição Benevenuto Malaquias,77,Gol Contra
6738,24,Fortaleza,Wellington Paulista,81,
6745,24,Flamengo,Reinier,76,
6750,25,Flamengo,Bruno Henrique,91,
6751,25,Ceara,Bérgson Gustavo Silveira da Silva,90,
6754,25,Gremio,Alisson Euler de Freitas Castro,94,
6755,25,Chapecoense,Camilo,95,
6756,26,CSA,Jonatan Gómez,89,Penalty
6757,26,Bahia,Arthur Caike do Nascimento Cruz,91,Penalty
6758,26,Flamengo,Gabriel Barbosa,83,Penalty
6760,26,Palmeiras,Felipe Melo,99,
6761,26,Corinthians,Gustavo,97,Penalty
6763,26,Internacional,Martín Sarrafiore,85,
6764,26,Santos,Gustavo Henrique Vernes,84,
6772,27,Goias,Rafael Vaz,85,
6774,27,Bahia,Artur Victor Guimarães,76,
6777,28,Ceara,Bérgson Gustavo Silveira da Silva,81,
6778,28,Bahia,José Carlos Ferreira Júnior,86,
6780,28,Cruzeiro,Luis Manuel Orejuela,80,
6781,28,Athletico-PR,Marco Ruben,94,
6782,28,Gremio,Everton Sousa Soares,80,
6784,28,Avai,João Paulo,79,Penalty
6787,29,Fortaleza,Wellington Paulista,89,Penalty
6789,29,Ceara,Mateus Gonçalves Martins,92,
6791,29,CSA,Ricardo Bueno,80,
6793,29,Goias,Michael Richard Delgado de Oliveira,94,
6795,29,Cruzeiro,Éderson,97,
6796,30,Atletico-MG,Fábio Santos,86,
6799,30,Sao Paulo,Antony Matheus dos Santos,80,
6801,30,Athletico-PR,Marcelo Cirino da Silva,82,
6802,30,Gremio,Rômulo Borges Monteiro,78,
6805,30,Goias,Thalles,94,
6807,31,Atletico-MG,Bruninho,94,
6810,31,Palmeiras,Luiz Adriano,77,
6811,31,Bahia,Marco Antonio Rosa Furtado Júnior,85,
6812,31,Ceara,Mateus Gonçalves Martins,88,
6814,31,Flamengo,Lincoln Corrêa dos Santos,89,
6815,31,Gremio,Ronaldo Alves,93,Gol Contra
6817,32,Palmeiras,Bruno Henrique Corsini,94,
6820,32,Athletico-PR,Marcelo Cirino da Silva,90,
6821,32,Flamengo,Gabriel Barbosa,87,
6824,32,Vasco,Carlos Andrade Souza,81,Gol Contra
6825,32,Botafogo-RJ,Diego Souza,88,Penalty
6826,34,Vasco,Ribamar,93,
6827,34,Santos,Diego Pituca,90,
6828,34,Gremio,Pepê,94,
6829,34,Athletico-PR,Vitor Hugo Naum dos Santos,87,
6830,34,Bahia,João Pedro Maturano dos Santos,77,
6832,34,Ceara,Felipe de Oliveira Silva,96,
6833,34,Internacional,Paolo Guerrero,83,
6834,34,Chapecoense,Everaldo Stum,77,
6837,33,Atletico-MG,Franco Di Santo,89,
6840,33,Chapecoense,Everaldo Stum,82,
6844,33,Goias,Oswaldo José Henríquez Bocanegra,97,Gol Contra
6846,35,Internacional,Paolo Guerrero,78,
6850,35,Flamengo,Victor Vinícius Coelho Santos,91,
6851,35,Corinthians,Mauro Boselli,87,
6856,36,Internacional,Paolo Guerrero,84,
6857,36,Ceara,Mateus Gonçalves Martins,88,
6858,36,Avai,João Paulo,93,Penalty
6859,36,Palmeiras,Matheus Fernandes,84,
6861,36,Bahia,Arthur Caike do Nascimento Cruz,86,
6867,37,Corinthians,Gustavo,81,
6869,37,Chapecoense,Maurício Ramos,79,
6872,37,Gremio,Pepê,85,Penalty
6873,37,Palmeiras,Eduardo Pereira Rodrigues,82,
6874,37,Vasco,Marrony,85,
6875,37,Flamengo,Reinier,84,
6877,38,Santos,Carlos Andrés Sánchez,85,
6880,38,Internacional,Víctor Cuesta,98,
6881,38,Palmeiras,Eduardo Pereira Rodrigues,84,
6883,38,Chapecoense,Vinícius,93,
6885,38,Fortaleza,Tinga,78,
6889,1,Bragantino,Claudinho,93,
6893,1,Bahia,José Élber Pimentel da Silva,84,
6894,1,Sao Paulo,Hernanes,83,
6896,2,Athletico-PR,Carlos Eduardo Ferreira de Souza,76,
6904,2,Internacional,Edenílson Andrade dos Santos,88,
6909,3,Atletico-MG,Marrony,92,
6910,3,Bahia,Ernando Rodrigues Lopes,93,
6911,3,Vasco,Germán Cano,75,
6912,3,Fluminense,Nenê,77,Penalty
6913,3,Sport,Iago Maidana,94,
6915,3,Santos,Mário Sérgio Santos Costa,82,
6916,4,Flamengo,Gabriel Barbosa,89,Penalty
6917,4,Bragantino,Luis Phelipe,82,
6918,4,Palmeiras,Raphael Cavalcante Veiga,92,
6919,4,Goias,Jefferson,80,
6920,4,Internacional,Thiago Galhardo,90,Penalty
6921,4,Corinthians,Gustavo Mosquito,87,
6922,4,Botafogo-RJ,Caio Alexandre,88,
6923,4,Santos,Mário Sérgio Santos Costa,76,
6924,4,Vasco,Fellipe Bastos,78,
6925,4,Sao Paulo,Luciano da Rocha Neves,85,
6928,5,Goias,Victor Andrade,95,
6929,5,Flamengo,Gabriel Barbosa,101,Penalty
6934,5,Ceara,Mateus Gonçalves Martins,75,
6935,5,Corinthians,Luan Guilherme de Jesus Vieira,76,
6937,11,Bahia,Saldanha,89,
6939,11,Ceara,Wescley,89,
6940,11,Atletico-MG,Keno,78,
6941,11,Gremio,Aldemir Ferreira,92,
6942,11,Coritiba,Robson Fernandes,90,Penalty
6945,11,Flamengo,Pedro,96,
6947,6,Vasco,Talles Magno,86,
6948,6,Bahia,Marco Antonio Rosa Furtado Júnior,95,
6949,6,Fortaleza,Wellington Paulista,86,
6950,6,Sao Paulo,Brenner,92,
6951,6,Coritiba,Sabino,95,Penalty
6953,6,Ceara,Lima,96,
6957,7,Atletico-GO,Renato Kayzer,79,
6958,7,Corinthians,Danilo Avelar,91,
6961,7,Bahia,Daniel Sampaio Simões,90,
6962,7,Palmeiras,Luiz Adriano,94,
6964,7,Gremio,Pepê,78,
6966,8,Flamengo,Gabriel Barbosa,87,
6967,8,Botafogo-RJ,Salomon Kalou,75,
6969,8,Palmeiras,Willian Gomes de Siqueira,94,
6970,8,Bahia,Clayson Henrique da Silva Vieira,97,Penalty
6971,8,Sao Paulo,Vitor Bueno,92,
6974,8,Sport,Marquinhos,76,
6976,9,Athletico-PR,Ravanelli Ferreira dos Santos,88,
6978,9,Goias,Sabino,83,Gol Contra
6979,9,Sao Paulo,Luciano da Rocha Neves,78,
6980,9,Fluminense,Rodrigo Junior Paula Silva,92,
6981,9,Santos,Mário Sérgio Santos Costa,99,Penalty
6982,9,Internacional,Thiago Galhardo,76,
6988,10,Corinthians,Mateus Vital,95,
6990,10,Atletico-MG,Jefferson Savarino,87,
6995,10,Botafogo-RJ,Matheus Babi,83,
7002,12,Goias,David Duarte,91,
7005,12,Fluminense,Paulo Henrique Ganso,87,Penalty
7006,13,Internacional,Thiago Galhardo,75,Penalty
7007,13,Palmeiras,Willian Gomes de Siqueira,82,
7011,13,Flamengo,Éverton Ribeiro,77,
7013,13,Goias,Victor Andrade,85,
7014,13,Bahia,Saldanha,77,
7021,14,Fluminense,Rodrigo Junior Paula Silva,76,
7022,14,Palmeiras,Willian Gomes de Siqueira,77,
7023,14,Fortaleza,Bruno Ferreira Melo,85,
7028,15,Sao Paulo,Vitor Bueno,93,
7029,15,Atletico-MG,Marrony,92,
7031,15,Santos,Mário Sérgio Santos Costa,79,Penalty
7033,15,Atletico-GO,Matheus Cotulio Bossa,90,
7034,15,Ceara,Fernando Sobral,91,Penalty
7039,16,Corinthians,Everaldo,95,
7041,16,Sport,Mikael,90,
7043,16,Bahia,Fessin (futebolista),95,
7048,17,Fluminense,Danilo Barcelos,91,
7050,17,Flamengo,Diego Ribas,86,
7054,17,Bahia,Gilberto Oliveira Souza Junior,89,
7056,18,Corinthians,Everaldo,90,
7057,18,Bragantino,Claudinho,83,
7061,18,Fluminense,Marcos Paulo Costa do Nascimento,93,
7062,18,Gremio,Aldemir Ferreira,88,
7063,18,Flamengo,Éverton Ribeiro,95,
7065,18,Sao Paulo,Hernanes,90,
7069,19,Fluminense,Wellington Alves da Silva,75,
7070,19,Sao Paulo,Luciano da Rocha Neves,82,
7074,19,Palmeiras,Wesley Ribeiro Silva,77,
7075,19,Bragantino,Jan Hurtado,77,
7076,20,Athletico-PR,Renato Kayzer,91,
7077,20,Sao Paulo,Igor Gomes,79,
7081,20,Bragantino,Léo Ortiz,96,
7082,20,Atletico-MG,Matías Zaracho,82,
7083,20,Bahia,Rodrigo Eduardo Costa Marinho,99,Penalty
7089,21,Atletico-MG,Marrony,83,
7090,21,Sao Paulo,Luciano da Rocha Neves,81,
7091,21,Ceara,Tiago Pagnussat,91,
7095,21,Bragantino,Claudinho,86,Penalty
7097,22,Athletico-PR,Thiago Heleno,76,
7098,22,Flamengo,Renê Rodrigues Martins,76,
7099,22,Goias,Miguel Figueira,93,
7102,22,Fluminense,Caio Paulista,81,
7103,22,Botafogo-RJ,Warley,81,
7110,23,Santos,Yeferson Soteldo,82,Penalty
7111,23,Bahia,Clayson Henrique da Silva Vieira,81,
7113,23,Ceara,Saulo Mineiro,79,
7115,23,Gremio,Diego Souza,85,
7119,24,Fluminense,Marcos Paulo Costa do Nascimento,75,
7120,24,Ceara,Saulo Mineiro,95,
7123,24,Gremio,Lucas Silva Borges,93,Penalty
7124,24,Internacional,João Peglow,88,
7127,25,Bragantino,Thonny Anderson,88,
7131,25,Atletico-GO,Jean Paulo Fernandes Filho,78,Penalty
7132,25,Santos,Bruno Henrique Marques Torres,75,
7135,25,Vasco,Germán Cano,92,
7136,26,Sao Paulo,Jonas Toró,91,
7137,26,Atletico-GO,Jean Paulo Fernandes Filho,87,Penalty
7139,26,Internacional,Yuri Alberto,83,
7140,26,Botafogo-RJ,Pedro Raúl,82,Penalty
7143,26,Flamengo,Pedro,82,
7146,27,Atletico-MG,Eduardo Sasha,83,
7150,27,Corinthians,Mateus Vital,95,
7160,28,Fluminense,Yago Rocha,93,
7161,28,Sao Paulo,Gonzalo Carneiro,95,
7162,28,Internacional,Yuri Alberto,77,
7170,29,Ceara,Kelvyn,90,
7171,29,Bahia,Gabriel Novaes,75,
7173,29,Vasco,Yago Pikachu,96,Penalty
7174,29,Atletico-MG,Hyoran,100,Penalty
7175,29,Corinthians,Luan Guilherme de Jesus Vieira,91,
7176,30,Gremio,Diego Souza,88,
7180,30,Santos,Bruno Henrique Marques Torres,82,
7181,30,Atletico-GO,Janderson,75,
7182,30,Bragantino,Claudinho,97,Penalty
7183,30,Internacional,Carlos Emiliano Pereira,77,Gol Contra
7184,30,Flamengo,Pedro,94,
7186,31,Atletico-GO,Zé Roberto,79,
7188,31,Gremio,Éverton Cardoso da Silva,85,
7189,31,Coritiba,Robson Fernandes,76,
7191,31,Bragantino,Claudinho,86,
7192,31,Flamengo,Pepê,83,
7195,31,Corinthians,Jô,80,
7196,32,Coritiba,Martín Sarrafiore,82,
7197,32,Atletico-MG,Eduardo Sasha,94,
7198,32,Internacional,Edenílson Andrade dos Santos,98,Penalty
7199,32,Athletico-PR,Renato Kayzer,83,
7201,32,Atletico-GO,Natanael Batista Pimenta,80,
7202,32,Sport,Iago Maidana,86,
7203,32,Santos,Mário Sérgio Santos Costa,87,Penalty
7204,32,Fluminense,Wellington Alves da Silva,98,Penalty
7207,33,Athletico-PR,Carlos Eduardo Ferreira de Souza,85,
7208,33,Atletico-GO,Vitor Leque,88,
7213,33,Flamengo,Pedro,96,
7216,34,Santos,Madson,96,Penalty
7217,34,Bragantino,Claudinho,94,Penalty
7221,34,Fortaleza,Wellington Paulista,84,
7222,34,Flamengo,Bruno Henrique,77,
7225,34,Palmeiras,Rony,93,
7226,35,Goias,José Fernando Viana de Santana,95,
7227,35,Santos,Marcos Leonardo Santos Almeida,79,Penalty
7229,35,Botafogo-RJ,Matheus Babi,82,
7232,35,Ceara,Léo Chú,93,
7235,35,Coritiba,Jonathan Francisco Lemos,88,
7238,36,Santos,Marcos Leonardo Santos Almeida,83,
7240,36,Internacional,Thiago Galhardo,96,
7241,36,Athletico-PR,Thiago Heleno,92,
7244,36,Ceara,Vinícius,78,Penalty
7247,37,Bahia,Rossicley Pereira da Silva,81,Penalty
7248,37,Sport,Thiago Neves,87,Penalty
7251,37,Santos,Jean Mota Oliveira de Souza,87,
7252,37,Gremio,Thaciano,77,
7257,38,Bahia,Alesson,91,
7258,38,Athletico-PR,Léo Cittadini,86,
7261,38,Ceara,Saulo Mineiro,94,
7263,38,Atletico-MG,Jair Rodrigues Júnior,79,
7264,38,Vasco,Ricardo Graça,92,
7266,1,Cuiaba,Elton Rodrigues Brandão,87,
7269,1,Fortaleza,Yago Pikachu,94,
7270,1,Flamengo,Pedro,75,
7271,1,Ceara,Jorginho,94,
7274,1,Athletico-PR,Carlos Eduardo Ferreira de Souza,87,
7275,1,Sport,André Felipe Ribeiro de Souza,86,
7276,2,Atletico-GO,João Paulo,79,
7278,2,Bahia,Jonas Gomes de Sousa,86,
7281,2,Fortaleza,Wellington Paulista,86,
7282,2,Athletico-PR,Nikão,89,
7285,2,Gremio,Miguel Borja,75,
7292,3,Fortaleza,Wellington Paulista,79,Penalty
7293,3,Fluminense,Caio Paulista,75,
7298,4,Bragantino,Eric dos Santos Rodrigues,85,
7299,4,Palmeiras,Breno Lopes,87,
7305,4,Athletico-PR,Bissoli,95,
7306,5,Bragantino,Chrigor,98,
7307,5,Palmeiras,Willian Gomes de Siqueira,96,
7313,5,Juventude,Matheus Peixoto,83,
7314,5,Chapecoense,Ravanelli Ferreira dos Santos,80,Penalty
7316,6,Atletico-GO,Nathan Silva,81,
7319,6,Bragantino,Ytalo José dos Santos,88,
7320,6,America-MG,Paulo Roberto Valoura Junior,85,Penalty
7322,6,Sport,Santiago Tréllez,82,
7323,6,Ceara,Gabriel Lacerda,96,
7325,6,Santos,Marinho,78,
7328,7,Palmeiras,Raphael Cavalcante Veiga,78,
7329,7,Chapecoense,Geuvânio,94,
7331,7,Santos,Marcos Guilherme,94,
7332,7,Internacional,Rodrigo Dourado,77,
7335,7,Bragantino,Weverton,82,
7336,8,Athletico-PR,Ivaldo,76,
7337,8,Chapecoense,Pedro Perotti,81,
7338,8,Palmeiras,Danilo dos Santos de Oliveira,89,
7339,8,Bahia,Gilberto Oliveira Souza Junior,92,
7342,8,Juventude,Matheus Peixoto,83,
7344,8,Atletico-MG,Ignacio Fernández,89,
7345,8,Flamengo,Thiago Maia,92,
7346,9,Fortaleza,Igor Torres,86,
7347,9,America-MG,Carlos Alberto,94,
7348,9,Corinthians,Jô,80,
7350,9,Fluminense,André,91,
7353,9,Bragantino,Artur Victor Guimarães,75,
7357,10,Bahia,Matheus Bahia Santos,79,
7358,10,Cuiaba,Jenison de Jesus Brito e Brito,78,
7359,10,Fortaleza,Igor Torres,83,
7361,10,Flamengo,Willian Arão,88,
7366,11,Palmeiras,Willian Gomes de Siqueira,83,
7368,11,Bragantino,Ytalo José dos Santos,80,
7370,11,Sao Paulo,Liziero,92,
7372,11,Juventude,Matheus Peixoto,97,Penalty
7373,11,Cuiaba,Jenison de Jesus Brito e Brito,93,
7374,11,Flamengo,Giorgian De Arrascaeta,78,
7376,12,Ceara,Wendson dos Santos Lopes,98,
7378,12,Atletico-MG,Hulk,86,
7379,12,Gremio,César Pinares,90,Penalty
7380,12,Cuiaba,Elton Rodrigues Brandão,88,
7381,12,Palmeiras,Gustavo Scarpa,91,
7382,12,Flamengo,Victor Vinícius Coelho Santos,84,
7384,12,Santos,Marcos Leonardo Santos Almeida,95,
7385,12,Sport,Paulinho Moccelin,86,
7388,13,Atletico-MG,Hulk,80,Penalty
7390,13,Flamengo,Welington,92,Gol Contra
7399,14,Corinthians,Vitinho,89,
7402,14,Sport,Mikael,89,
7404,14,Ceara,Cléber,79,
7408,15,Fortaleza,Igor Torres,95,
7410,15,Atletico-MG,Hulk,77,
7416,16,Juventude,Wagner Ferreira dos Santos,78,
7418,16,Sao Paulo,Igor Gomes,93,
7424,16,Internacional,Paolo Guerrero,95,
7425,16,America-MG,Rodolfo,93,
7426,17,Atletico-GO,João Paulo,93,Penalty
7427,17,Gremio,Diego Souza,95,
7429,17,Cuiaba,Uillian Correia,94,
7432,17,Internacional,Yuri Alberto,88,
7434,17,Bragantino,Gabriel Novaes,88,
7435,17,Atletico-MG,Eduardo Sasha,84,
7437,18,Flamengo,Andreas Pereira,84,
7438,18,Corinthians,Jô,79,
7441,18,Sao Paulo,Reinaldo Manoel da Silva,85,Penalty
7443,18,Atletico-MG,Diego Costa,85,
7444,18,Fluminense,Raúl Bobadilla,97,
7446,19,Bahia,Hugo Rodallega,76,
7447,19,Cuiaba,Elton Rodrigues Brandão,88,
7449,19,Corinthians,Róger Guedes,85,
7452,19,Ceara,Cléber,89,
7453,19,Bragantino,Bruno Gonçalves,95,
7454,19,Atletico-MG,Eduardo Vargas,75,Penalty
7458,20,Chapecoense,Mike dos Santos Nenatarvicius,78,
7462,20,Flamengo,Michael Richard Delgado de Oliveira,81,
7463,20,Atletico-GO,Zé Roberto,89,
7468,21,Atletico-MG,Eduardo Vargas,99,Penalty
7471,21,Internacional,Edenílson Andrade dos Santos,93,
7475,21,Cuiaba,Felipe Marques,76,
7477,22,Corinthians,Róger Guedes,84,
7479,22,America-MG,Alexandre Egea,95,
7482,22,Juventude,Guilherme Castilho,84,
7484,22,Gremio,Vanderson de Oliveira Campos,84,
7486,23,America-MG,Ademir,83,
7487,23,Atletico-GO,Gabriel Baralhas,75,
7488,23,Corinthians,Renato Augusto,90,
7489,23,Atletico-MG,Keno,78,
7491,23,Chapecoense,Mike dos Santos Nenatarvicius,76,
7493,23,Gremio,Douglas Costa,85,
7497,24,Atletico-MG,Eduardo Sasha,83,
7499,24,Juventude,Paulo Bóia,80,Penalty
7503,24,America-MG,Ademir,93,Penalty
7504,24,Cuiaba,Marllon Borges,79,
7507,25,Ceara,Gabriel Lacerda,92,
7508,25,Sport,Paulinho Moccelin,81,
7511,25,Bragantino,Artur Victor Guimarães,76,
7513,25,Chapecoense,Mike dos Santos Nenatarvicius,82,
7514,25,Santos,Wagner Leonardo,92,
7518,26,Atletico-MG,Nathan Silva,75,
7519,26,Athletico-PR,Christian Roberto Alves Cardoso,89,
7521,26,Fortaleza,Yago Pikachu,79,
7523,26,Internacional,Yuri Alberto,90,
7526,27,Fortaleza,Yago Pikachu,93,Penalty
7530,27,Ceara,Fabrício Bruno,91,Gol Contra
7531,27,Juventude,Roberson,94,
7532,27,Atletico-GO,Oliveira,81,
7538,28,Fluminense,Abel Hernández,85,
7540,28,Internacional,Gustavo Maia,93,
7545,28,Palmeiras,Felipe Melo,81,
7546,34,Bragantino,Tomás Cuello,87,
7547,34,Atletico-MG,Hulk,76,
7549,34,Chapecoense,Bruno Cortês,76,Gol Contra
7552,34,Corinthians,Gabriel Girotto Franco,85,
7553,34,Fluminense,Fred,83,Penalty
7559,29,America-MG,Felipe Azevedo,84,
7560,29,Palmeiras,Breno Lopes,94,
7563,29,Sport,Mikael,76,Penalty
7564,29,Cuiaba,Rafael Gustavo Meneghel Gava,94,
7565,29,Corinthians,Róger Guedes,98,
7569,31,Atletico-MG,Hulk,95,
